booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning,,
B02423,6/22/2023,7/19/2023,C0631,Student,Cultural,Website,E-wallet,Phú Quốc,1,2990000,12%,Completed,2617000,5,TRUE,,
B02424,6/23/2023,8/17/2023,C0279,Young Professional,Beach,Mobile App,Card,Đà Lạt,5,3212000,12%,Completed,14121000,4.9,TRUE,,
B02425,6/23/2023,8/10/2023,C0264,Family,Adventure,Agent,Card,Hà Nội,4,4955000,5%,Completed,18844000,4.7,TRUE,,
B02426,6/23/2023,9/4/2023,C0829,Corporate,Beach,Website,Cash,Hạ Long,2,4003000,10%,Completed,7187000,4.2,FALSE,,
B02427,6/23/2023,8/20/2023,C0830,Young Professional,Family,Website,Card,Nha Trang,3,3807000,16%,Completed,9595000,4,FALSE,,
B02428,6/23/2023,8/3/2023,C0831,Family,Beach,Website,Card,Đà Nẵng,3,4647000,14%,Completed,11966000,4,FALSE,,
B02429,6/24/2023,8/17/2023,C0832,Student,City Break,Mobile App,Card,Huế,3,2034000,17%,Completed,5039000,4.8,FALSE,,
B02430,6/24/2023,7/31/2023,C0286,Corporate,Family,Website,E-wallet,Hội An,1,2850000,12%,Completed,2502000,4.2,TRUE,,
B02431,6/25/2023,7/7/2023,C0833,Student,City Break,Website,Card,Nha Trang,1,2644000,9%,Completed,2402000,3.9,FALSE,,
B02432,6/26/2023,7/10/2023,C0469,Young Professional,Beach,Website,Bank Transfer,Hạ Long,2,4294000,16%,Completed,7176000,5,TRUE,,
B02433,6/27/2023,7/24/2023,C0834,Young Professional,Cultural,Website,Card,Đà Lạt,4,2553000,13%,Cancelled,0,,FALSE,,
B02434,6/27/2023,8/10/2023,C0518,Young Professional,Cultural,,Card,Hà Nội,2,2788000,7%,Completed,5173000,4.4,TRUE,,
B02435,6/28/2023,8/30/2023,C0835,Family,Foodie,Mobile App,,Huế,3,2712000,15%,Completed,6901000,4.7,FALSE,,
B02436,6/28/2023,7/31/2023,C0701,Young Professional,Family,Website,Bank Transfer,Đà Nẵng,3,3819000,15%,Completed,9753000,3.3,TRUE,,
B02437,6/28/2023,9/22/2023,C0602,Young Professional,Cultural,Website,Card,Hạ Long,4,2626000,15%,Completed,8976000,4.1,TRUE,,
B02438,6/28/2023,7/10/2023,C0601,Family,Adventure,,Cash,Đà Nẵng,1,6012000,13%,Completed,5214000,4.4,TRUE,,
B02439,6/29/2023,8/16/2023,C0836,Family,City Break,Website,Bank Transfer,Phú Quốc,4,2246000,10%,Completed,8075000,4.2,FALSE,,
B02440,6/29/2023,9/10/2023,C0837,Student,Beach,Website,Card,Nha Trang,2,4328000,5%,Completed,8189000,4.3,FALSE,,
B02441,6/30/2023,7/18/2023,C0838,Young Professional,Adventure,,Card,Hạ Long,1,5810000,14%,Completed,4985000,4,FALSE,,
B02442,7/1/2023,7/27/2023,C0359,Family,Beach,Website,Card,Hội An,1,4559000,12%,Completed,4028000,4.1,TRUE,,
B02443,7/1/2023,8/11/2023,C0839,Young Professional,Cultural,Website,Bank Transfer,Đà Nẵng,1,2721000,11%,Completed,2433000,4.6,FALSE,,
B02444,7/1/2023,8/23/2023,C0279,Young Professional,Family,Mobile App,Cash,Nha Trang,1,3685000,16%,Completed,3113000,4.1,TRUE,,
B02445,1/7/2023,8/25/2023,C0198,Family,Family,Website,Card,Đà Nẵng,2,3703000,14%,Completed,6394000,4.1,TRUE,,
B02446,7/2/2023,8/1/2023,C0840,,City Break,Mobile App,Card,Đà Nẵng,4,2602000,7%,Completed,9715000,4,FALSE,,
B02447,7/2/2023,8/28/2023,C0841,Young Professional,Cultural,Website,Card,,1,2969000,8%,Completed,2723000,4.7,FALSE,,
B02448,7/2/2023,8/5/2023,C0842,Young Professional,Family,Agent,Bank Transfer,Hạ Long,3,3850000,13%,Completed,10000000,4.5,FALSE,,
B02449,7/2/2023,9/25/2023,C0573,Family,Family,,,Hà Nội,4,3022000,9%,Completed,11017000,4.6,TRUE,,
B02450,7/2/2023,7/29/2023,C0399,Student,Family,Mobile App,E-wallet,Đà Lạt,2,2955000,9%,Completed,5359000,4.5,TRUE,,
B02451,7/4/2023,8/29/2023,C0149,Family,Beach,Agent,Bank Transfer,Hội An,1,4169000,17%,Completed,3454000,3.9,TRUE,,
B02452,7/4/2023,9/15/2023,C0616,Family,Cultural,Agent,Card,Đà Lạt,1,2375000,13%,Completed,2071000,4.3,TRUE,,
B02453,7/4/2023,9/3/2023,C0843,Corporate,Cultural,Website,Bank Transfer,Đà Nẵng,2,2676000,17%,Completed,4432000,5,FALSE,,
B02454,7/4/2023,8/2/2023,C0844,Family,City Break,Website,Cash,Sa Pa,2,2276000,7%,Completed,4255000,3.7,FALSE,,
B02455,7/5/2023,8/12/2023,C0159,Family,Cultural,Website,Card,Đà Nẵng,1,2904000,9%,Completed,2641000,5,TRUE,,
B02456,7/6/2023,10/26/2023,C0755,Student,Beach,Mobile App,Card,Phú Quốc,3,3803000,10%,Completed,10252000,4.6,TRUE,,
B02457,7/6/2023,10/15/2023,C0845,Family,Family,Website,Card,Nha Trang,3,3579000,19%,Completed,8648000,4.5,FALSE,,
B02458,7/6/2023,8/19/2023,C0846,Family,Family,Agent,Card,Nha Trang,1,3718000,9%,Completed,3379000,4,FALSE,,
B02459,7/7/2023,8/20/2023,C0179,Young Professional,Adventure,Website,E-wallet,Hà Nội,1,5031000,9%,Completed,4573000,4.1,TRUE,,
B02460,7/8/2023,8/17/2023,C0847,,Family,Agent,Bank Transfer,TP.HCM,2,3613000,13%,Completed,6298000,4.6,FALSE,,
B02461,7/8/2023,8/15/2023,C0848,Young Professional,Adventure,Website,Card,Đà Nẵng,2,5838000,14%,Completed,10011000,4.3,FALSE,,
B02462,7/9/2023,8/20/2023,C0749,Student,Beach,Agent,Cash,Huế,1,3801000,7%,Completed,3517000,4.9,TRUE,,
B02463,7/10/2023,7/20/2023,C0626,Family,Cultural,Mobile App,Card,Đà Nẵng,1,2618000,17%,Cancelled,0,,TRUE,,
B02464,7/11/2023,9/5/2023,C0561,Family,Beach,Website,Card,Phú Quốc,2,3994000,8%,Completed,7372000,4.1,TRUE,,
B02465,7/11/2023,10/1/2023,C0849,Student,Foodie,Website,Card,Phú Quốc,1,2593000,11%,Completed,2320000,3.1,FALSE,,
B02466,7/12/2023,7/18/2023,C0181,Family,Adventure,Mobile App,Card,Đà Lạt,1,4990000,13%,Completed,4358000,4.7,TRUE,,
B02467,7/12/2023,8/10/2023,C0562,Student,Cultural,,E-wallet,Hà Nội,3,2915000,7%,Cancelled,0,,TRUE,,
B02468,7/12/2023,8/30/2023,C0850,Corporate,Foodie,Website,Card,Hội An,1,2236000,13%,Completed,1950000,4.2,FALSE,,
B02469,7/13/2023,9/16/2023,C0150,Corporate,Family,Mobile App,Cash,Sa Pa,2,3017000,13%,Cancelled,0,,TRUE,,
B02470,7/15/2023,9/2/2023,C0851,Young Professional,Cultural,Mobile App,Cash,Nha Trang,3,3440000,6%,Completed,9700000,5,FALSE,,
B02471,7/15/2023,9/24/2023,C0442,Family,City Break,Agent,Card,Đà Lạt,3,2135000,14%,Completed,5519000,4.7,TRUE,,
B02472,7/16/2023,8/15/2023,C0847,Student,Beach,Agent,Card,,1,3556000,13%,Completed,3111000,3.6,TRUE,,
B02473,7/17/2023,8/24/2023,C0184,Family,Family,Mobile App,Cash,Hà Nội,2,3419000,8%,Completed,6291000,3.4,TRUE,,
B02474,7/17/2023,8/24/2023,C0852,Young Professional,City Break,Website,E-wallet,Đà Nẵng,1,2769000,9%,Completed,2523000,3.9,FALSE,,
B02475,7/17/2023,7/23/2023,C0710,Student,Beach,Website,Bank Transfer,Nha Trang,3,4391000,12%,Cancelled,0,,TRUE,,
B02476,7/17/2023,9/3/2023,C0839,Family,City Break,Website,Cash,Nha Trang,1,2559000,11%,Completed,2278000,4.5,TRUE,,
B02477,7/18/2023,10/6/2023,C0347,Family,Cultural,Website,Bank Transfer,Hạ Long,3,2705000,11%,Completed,7216000,3.5,TRUE,,
B02478,7/19/2023,9/29/2023,C0853,Young Professional,Cultural,Agent,Card,Sa Pa,1,2513000,7%,Completed,2330000,4.4,FALSE,,
B02479,7/19/2023,8/26/2023,C0568,Family,Beach,Mobile App,Card,Phú Quốc,4,4148000,13%,Cancelled,0,,TRUE,,
B02480,7/20/2023,10/13/2023,C0854,Corporate,Beach,Website,Card,Hạ Long,1,4016000,17%,Completed,3338000,3.8,FALSE,,
B02481,7/20/2023,9/4/2023,C0825,Corporate,Adventure,Website,Bank Transfer,Hội An,2,4828000,9%,Completed,8809000,4.5,TRUE,,
B02482,7/21/2023,9/1/2023,C0201,Family,Adventure,Agent,Card,Đà Nẵng,4,5338000,7%,Completed,19933000,4.7,TRUE,,
B02483,7/22/2023,10/15/2023,C0479,Young Professional,Foodie,Agent,Bank Transfer,,2,3076000,6%,Completed,5785000,4.1,TRUE,,
B02484,7/22/2023,7/28/2023,C0855,Family,Adventure,Mobile App,Card,Nha Trang,1,5081000,11%,Completed,4508000,4.2,FALSE,,
B02485,7/23/2023,9/26/2023,C0620,Family,City Break,Website,Card,Nha Trang,2,2592000,15%,Completed,4414000,3.9,TRUE,,
B02486,7/24/2023,9/25/2023,C0470,Family,Adventure,Website,Card,Nha Trang,3,5081000,11%,Completed,13635000,4.1,TRUE,,
B02487,7/25/2023,9/14/2023,C0302,Student,Family,Website,Card,Phú Quốc,1,3154000,9%,Completed,2880000,4.2,TRUE,,
B02488,7/26/2023,8/12/2023,C0250,Young Professional,Adventure,Mobile App,Card,TP.HCM,1,5506000,8%,Completed,5047000,4.8,TRUE,,
B02489,7/26/2023,9/24/2023,C0558,Student,Family,Agent,Card,Hội An,3,2631000,9%,Cancelled,0,,TRUE,,
B02490,7/27/2023,9/26/2023,C0856,Student,Family,Mobile App,Cash,TP.HCM,1,3285000,7%,Completed,3052000,3.8,FALSE,,
B02491,7/27/2023,9/25/2023,C0857,Student,Cultural,Call Center,Cash,Đà Nẵng,1,2654000,8%,Completed,2446000,3.9,FALSE,,
B02492,7/27/2023,10/8/2023,C0654,Student,Family,Website,Card,Hội An,5,2713000,7%,Completed,12576000,3.5,TRUE,,
B02493,7/27/2023,8/19/2023,C0858,Family,Cultural,Website,Cash,Phú Quốc,3,2851000,10%,Completed,7671000,4.3,FALSE,,
B02494,7/27/2023,9/4/2023,C0826,Family,Beach,Website,Cash,Phú Quốc,1,3620000,10%,Completed,3241000,3.6,TRUE,,
B02495,7/28/2023,8/24/2023,C0859,Student,City Break,Website,E-wallet,Đà Lạt,1,2457000,15%,Completed,2086000,5,FALSE,,
B02496,7/28/2023,9/20/2023,C0860,,Adventure,Website,Card,Nha Trang,3,4976000,10%,Completed,13446000,4.1,FALSE,,
B02497,7/28/2023,9/15/2023,C0426,Family,Family,Mobile App,Card,,2,3075000,7%,Cancelled,5741000,4.3,TRUE,,
B02498,7/28/2023,8/30/2023,C0861,Young Professional,Adventure,Mobile App,Cash,Hạ Long,2,6193000,11%,Completed,11033000,3.4,FALSE,,
B02499,7/29/2023,9/23/2023,C0686,Family,Cultural,Agent,Card,Hà Nội,2,2623000,10%,Completed,4724000,4.1,TRUE,,
B02500,7/29/2023,9/18/2023,C0862,Young Professional,Cultural,Website,Bank Transfer,Phú Quốc,2,2571000,11%,Completed,4597000,3.3,FALSE,,
B02501,7/29/2023,9/7/2023,C0863,Student,Family,Mobile App,Card,Hội An,1,2721000,5%,Completed,2581000,4.6,FALSE,,
B02502,7/29/2023,8/26/2023,C0864,Family,Adventure,,Card,Hà Nội,1,4896000,16%,Completed,4099000,3.4,FALSE,,
B02503,7/29/2023,10/4/2023,C0826,Family,Adventure,Call Center,Bank Transfer,Nha Trang,3,4729000,14%,Completed,12133000,4.3,TRUE,,
B02504,7/30/2023,9/16/2023,C0307,Student,City Break,Mobile App,Bank Transfer,Đà Lạt,2,2383000,6%,Completed,4496000,3.7,TRUE,,
B02505,7/30/2023,9/14/2023,C0757,Young Professional,Family,Website,Bank Transfer,Hà Nội,2,3071000,6%,Completed,5753000,3.8,TRUE,,
B02506,7/30/2023,9/26/2023,C0466,Student,Cultural,Website,Card,Phú Quốc,2,2543000,6%,Completed,4783000,3.8,TRUE,,
B02507,7/30/2023,9/1/2023,C0015,Family,Family,Mobile App,Cash,,2,3150000,5%,Completed,5987000,4.4,TRUE,,
B02508,7/31/2023,9/19/2023,C0693,Corporate,Foodie,Website,Card,Phú Quốc,1,2552000,4%,Completed,2460000,3.9,TRUE,,
B02509,7/31/2023,9/16/2023,C0490,Student,Family,Website,Card,Đà Lạt,1,2729000,7%,Completed,2535000,3.6,TRUE,,
B02510,7/31/2023,10/13/2023,C0865,Student,City Break,Mobile App,Card,Huế,1,1906000,12%,Completed,1670000,4.2,FALSE,,
B02511,8/1/2023,8/28/2023,C0866,Family,Family,Website,Card,Đà Lạt,1,3377000,5%,Completed,3223000,3.9,FALSE,,
B02512,8/3/2023,10/21/2023,C0174,Young Professional,Beach,Website,Card,Nha Trang,1,4101000,8%,Completed,3786000,4.4,TRUE,,
B02513,8/3/2023,9/11/2023,C0242,Young Professional,Adventure,Mobile App,Card,Hội An,1,4834000,12%,Completed,4274000,4.6,TRUE,,
B02514,8/5/2023,10/5/2023,C0198,Corporate,Beach,Agent,Card,Nha Trang,1,4222000,15%,Completed,3577000,4.2,TRUE,,
B02515,8/6/2023,10/9/2023,C0556,Corporate,Cultural,Agent,Card,,1,2449000,3%,Completed,2379000,4.6,TRUE,,
B02516,8/6/2023,8/6/2023,C0867,Young Professional,Family,Mobile App,Bank Transfer,Huế,1,3460000,4%,Completed,3319000,4.1,FALSE,,
B02517,8/6/2023,10/2/2023,C0868,Student,Foodie,Website,Card,Phú Quốc,3,2599000,10%,Cancelled,0,,FALSE,,
B02518,8/6/2023,10/27/2023,C0869,Family,Family,,Bank Transfer,,4,2853000,12%,Completed,10011000,4.9,FALSE,,
B02519,8/7/2023,10/31/2023,C0870,Student,City Break,Mobile App,Bank Transfer,Nha Trang,2,2345000,8%,Completed,4323000,3.2,FALSE,,
B02520,8/8/2023,9/16/2023,C0243,Corporate,Beach,Website,Card,Hội An,1,4112000,2%,Completed,4043000,4.2,TRUE,,
B02521,8/10/2023,9/18/2023,C0388,Corporate,City Break,Website,Cash,Phú Quốc,1,2215000,5%,Cancelled,0,,TRUE,,
B02522,8/10/2023,9/6/2023,C0871,Family,Cultural,Website,Card,Hội An,3,2611000,11%,Cancelled,0,,FALSE,,
B02523,8/11/2023,9/29/2023,C0452,Family,Beach,Website,E-wallet,Đà Nẵng,2,4100000,5%,Completed,7795000,4.6,TRUE,,
B02524,8/11/2023,9/13/2023,C0872,,Beach,Website,Card,Hội An,1,3980000,15%,Completed,3388000,4.4,FALSE,,
B02525,8/11/2023,9/22/2023,C0873,Corporate,City Break,Agent,Cash,Hà Nội,1,2359000,9%,Completed,2140000,4.5,FALSE,,
B02526,8/11/2023,9/20/2023,C0874,Corporate,Adventure,Website,Card,Hội An,2,4731000,11%,Completed,8436000,4.9,FALSE,,
B02527,8/12/2023,11/7/2023,C0722,Student,Family,Website,Bank Transfer,Hà Nội,1,3124000,10%,Completed,2826000,3.9,TRUE,,
B02528,8/13/2023,9/26/2023,C0875,Young Professional,Family,Website,Bank Transfer,Hạ Long,2,3544000,12%,Completed,6258000,4.1,FALSE,,
B02529,8/13/2023,10/3/2023,C0131,Family,Cultural,Mobile App,Bank Transfer,Phú Quốc,2,2491000,7%,Completed,4656000,5,TRUE,,
B02530,8/13/2023,10/28/2023,C0121,Family,Beach,Website,Card,Đà Nẵng,3,4365000,15%,Completed,11089000,4.3,TRUE,,
B02531,8/14/2023,11/29/2023,C0876,Corporate,Beach,Website,E-wallet,Sa Pa,1,3769000,15%,Completed,3194000,4.2,FALSE,,
B02532,8/15/2023,8/30/2023,C0877,Young Professional,City Break,Agent,Card,Đà Lạt,1,2424000,8%,Cancelled,0,,FALSE,,
B02533,8/15/2023,10/4/2023,C0768,Young Professional,Adventure,Agent,Card,Hạ Long,4,5355000,5%,Completed,20264000,4.3,TRUE,,
B02534,8/16/2023,10/29/2023,C0798,Family,Cultural,Website,Bank Transfer,Hà Nội,1,2856000,15%,Completed,2418000,4.2,TRUE,,
B02535,8/16/2023,10/12/2023,C0469,Corporate,Cultural,Mobile App,Card,Phú Quốc,1,2521000,5%,Completed,2383000,3.4,TRUE,,
B02536,8/17/2023,10/15/2023,C0749,Family,Cultural,Website,Bank Transfer,Đà Nẵng,2,2652000,11%,Completed,4736000,4.9,TRUE,,
B02537,8/17/2023,9/12/2023,C0878,Corporate,Beach,Website,Card,Hà Nội,1,4189000,15%,Completed,3569000,4.1,FALSE,,
B02538,8/17/2023,10/12/2023,C0879,Corporate,Cultural,Website,Card,Đà Lạt,2,2490000,11%,Completed,4430000,3.6,FALSE,,
B02539,8/17/2023,10/20/2023,C0880,Family,Beach,Mobile App,Cash,Hạ Long,1,4105000,1%,Completed,4065000,4.2,FALSE,,
B02540,8/17/2023,9/28/2023,C0881,Young Professional,Adventure,Website,,Hà Nội,2,4643000,5%,Completed,8807000,3.9,FALSE,,
B02541,8/17/2023,9/27/2023,C0835,Corporate,Beach,Mobile App,Card,Hội An,1,4038000,10%,Completed,3627000,4.7,TRUE,,
B02542,8/17/2023,10/11/2023,C0882,Student,City Break,Agent,Bank Transfer,Đà Nẵng,1,2396000,7%,Completed,2219000,3.9,FALSE,,
B02543,8/18/2023,10/16/2023,C0719,Young Professional,Family,Mobile App,Card,Nha Trang,3,3670000,17%,Completed,9132000,5,TRUE,,
B02544,8/18/2023,10/4/2023,C0172,Corporate,Beach,Agent,Bank Transfer,Phú Quốc,1,4048000,13%,Completed,3527000,4.1,TRUE,,
B02545,8/18/2023,10/4/2023,C0883,Student,Beach,Website,Bank Transfer,Hạ Long,1,4013000,11%,Completed,3590000,3.5,FALSE,,
B02546,8/18/2023,10/14/2023,C0665,Corporate,Beach,Website,Card,Đà Lạt,2,3015000,14%,Completed,5200000,4,TRUE,,
B02547,8/19/2023,9/30/2023,C0686,Young Professional,City Break,Website,Card,Nha Trang,3,2486000,6%,Completed,7005000,4.1,TRUE,,
B02548,8/19/2023,9/20/2023,C0506,Young Professional,Cultural,Mobile App,E-wallet,TP.HCM,1,2359000,6%,Completed,2206000,5,TRUE,,
B02549,8/20/2023,10/21/2023,C0884,Family,Adventure,Mobile App,Card,Đà Nẵng,3,5485000,12%,Completed,14415000,4.6,FALSE,,
B02550,8/20/2023,11/8/2023,C0885,Young Professional,Beach,Website,Card,Đà Nẵng,3,4570000,16%,Completed,11553000,4.1,FALSE,,
B02551,8/20/2023,11/20/2023,C0886,,Family,Mobile App,Card,,3,2953000,14%,Cancelled,0,,FALSE,,
B02552,8/20/2023,9/28/2023,C0009,Young Professional,Cultural,Website,Cash,Sa Pa,1,2265000,16%,Completed,1912000,4.6,TRUE,,
B02553,8/20/2023,9/24/2023,C0001,Student,Family,Website,Cash,Đà Lạt,1,3093000,13%,Completed,2688000,4,TRUE,,
B02554,8/20/2023,10/19/2023,C0251,Young Professional,Foodie,Website,Bank Transfer,TP.HCM,2,2396000,11%,Completed,4272000,4,TRUE,,
B02555,8/21/2023,10/9/2023,C0478,,City Break,Website,Bank Transfer,TP.HCM,1,2616000,9%,Cancelled,0,,TRUE,,
B02556,8/21/2023,10/27/2023,C0520,Student,Beach,,Card,,1,4541000,6%,Completed,4256000,4.5,TRUE,,
B02557,8/22/2023,10/15/2023,C0101,Young Professional,Foodie,Mobile App,Cash,Huế,1,2475000,8%,Cancelled,0,,TRUE,,
B02558,8/22/2023,10/30/2023,C0887,Family,Beach,Website,E-wallet,Phú Quốc,2,4130000,8%,Completed,7603000,4.4,FALSE,,
B02559,8/22/2023,10/31/2023,C0224,Family,Beach,Mobile App,Bank Transfer,Huế,1,3340000,4%,Completed,3209000,4.6,TRUE,,
B02560,8/22/2023,11/21/2023,C0888,Family,Cultural,Agent,E-wallet,Sa Pa,1,2260000,11%,Completed,2017000,4.2,FALSE,,
B02561,8/23/2023,9/14/2023,C0889,Young Professional,Cultural,Agent,Card,,1,2721000,9%,Completed,2466000,4.5,FALSE,,
B02562,8/23/2023,10/31/2023,C0890,Family,Family,Agent,Card,Đà Nẵng,3,3496000,10%,Completed,9395000,3.8,FALSE,,
B02563,8/23/2023,10/30/2023,C0415,Family,City Break,Website,Bank Transfer,Hạ Long,4,2627000,14%,Completed,8986000,4.2,TRUE,,
B02564,8/24/2023,10/1/2023,C0269,Young Professional,Foodie,Website,Bank Transfer,Phú Quốc,4,2647000,17%,Completed,8748000,4.3,TRUE,,
B02565,8/25/2023,9/25/2023,C0033,Family,Cultural,Call Center,Card,Hội An,3,2715000,4%,Completed,7833000,4.2,TRUE,,
B02566,8/25/2023,10/22/2023,C0090,Corporate,Cultural,Mobile App,Card,Nha Trang,2,3259000,10%,Completed,5862000,4.2,TRUE,,
B02567,8/25/2023,12/3/2023,C0891,Young Professional,City Break,,Bank Transfer,Hạ Long,3,2457000,13%,Completed,6414000,4,FALSE,,
B02568,8/26/2023,10/6/2023,C0380,Family,Adventure,Agent,Card,Nha Trang,3,4708000,9%,Completed,12840000,4.2,TRUE,,
B02569,8/26/2023,11/19/2023,C0892,Young Professional,Family,Website,Card,Đà Lạt,3,2863000,10%,Completed,7753000,3.8,FALSE,,
B02570,8/26/2023,11/11/2023,C0893,,Adventure,Mobile App,Bank Transfer,Đà Nẵng,1,5463000,12%,Completed,4835000,3.3,FALSE,,
B02571,8/26/2023,10/30/2023,C0894,Young Professional,Cultural,Website,Card,Hạ Long,2,2402000,3%,Completed,4639000,4.5,FALSE,,
B02572,8/27/2023,10/15/2023,C0895,Student,Cultural,Agent,Cash,Nha Trang,4,2973000,12%,Completed,10518000,4.3,FALSE,,
B02573,8/27/2023,9/30/2023,C0281,Young Professional,Cultural,Agent,Cash,Đà Lạt,3,2584000,6%,Completed,7329000,3.8,TRUE,,
B02574,8/27/2023,10/22/2023,C0896,Young Professional,Foodie,Agent,Card,Sa Pa,2,2551000,7%,Cancelled,0,,FALSE,,
B02575,8/28/2023,9/19/2023,C0897,Young Professional,Beach,Website,Card,TP.HCM,1,3393000,15%,Completed,2900000,3.5,FALSE,,
B02576,8/28/2023,9/15/2023,C0898,Family,Adventure,Agent,E-wallet,Sa Pa,1,4907000,14%,Completed,4238000,3.4,FALSE,,
B02577,8/28/2023,10/4/2023,C0399,Family,Cultural,Agent,Bank Transfer,Nha Trang,4,3335000,13%,Completed,11543000,3.7,TRUE,,
B02578,8/28/2023,9/9/2023,C0860,Student,Foodie,Website,Card,Phú Quốc,2,2626000,11%,Completed,4663000,4,TRUE,,
B02579,8/29/2023,10/16/2023,C0207,Student,Family,Website,Bank Transfer,Đà Nẵng,1,3535000,18%,Completed,2889000,3.6,TRUE,,
B02580,8/29/2023,9/24/2023,C0640,Student,Family,Mobile App,Card,Đà Lạt,1,3042000,14%,Completed,2611000,4.5,TRUE,,
B02581,8/30/2023,10/19/2023,C0002,,City Break,Agent,Card,,4,2229000,7%,Completed,8261000,4.3,TRUE,,
B02582,8/30/2023,9/25/2023,C0847,Corporate,City Break,Website,Card,Đà Nẵng,4,2393000,12%,Completed,8429000,4.2,TRUE,,
B02583,8/30/2023,9/29/2023,C0113,Family,City Break,Agent,Bank Transfer,Đà Nẵng,2,2495000,15%,Completed,4252000,4,TRUE,,
B02584,8/30/2023,11/5/2023,C0124,Young Professional,Beach,Website,Card,TP.HCM,2,3482000,7%,Completed,6443000,4.4,TRUE,,
B02585,8/31/2023,10/14/2023,C0722,Young Professional,Adventure,Website,E-wallet,Hà Nội,4,4334000,11%,Completed,15354000,4.2,TRUE,,
B02586,9/2/2023,10/12/2023,C0899,Young Professional,Adventure,Agent,Card,Huế,1,4736000,10%,Completed,4259000,3,FALSE,,
B02587,9/3/2023,9/26/2023,C0900,Family,Cultural,Website,Cash,Nha Trang,1,2806000,14%,Completed,2402000,3.3,FALSE,,
B02588,9/3/2023,10/17/2023,C0901,Young Professional,Beach,Website,Cash,Phú Quốc,1,3723000,11%,Completed,3297000,4.4,FALSE,,
B02589,9/3/2023,11/10/2023,C0902,Student,Foodie,Mobile App,Card,Hội An,1,1990000,5%,Completed,1884000,4,FALSE,,
B02590,9/4/2023,10/24/2023,C0559,Young Professional,Cultural,Website,Card,Nha Trang,3,3443000,18%,Completed,8433000,3.6,TRUE,,
B02591,9/4/2023,10/25/2023,C0304,Family,City Break,,Card,Đà Nẵng,3,2589000,8%,Completed,7123000,5,TRUE,,
B02592,9/5/2023,11/13/2023,C0373,Corporate,Family,Agent,Card,Hội An,4,2529000,12%,Cancelled,8883000,5,TRUE,,
B02593,9/6/2023,10/13/2023,C0683,Family,Cultural,Agent,Card,Hà Nội,1,2499000,11%,Completed,2236000,4.5,TRUE,,
B02594,9/8/2023,11/2/2023,C0392,Student,Family,Agent,Cash,TP.HCM,1,3250000,15%,Completed,2765000,3.7,TRUE,,
B02595,9/8/2023,11/20/2023,C0535,Young Professional,Beach,Mobile App,Card,Sa Pa,1,3833000,6%,Completed,3610000,4.1,TRUE,,
B02596,9/8/2023,11/1/2023,C0903,Family,Family,Mobile App,Card,Nha Trang,2,3533000,11%,Completed,6274000,3.8,FALSE,,
B02597,9/8/2023,10/3/2023,C0583,,Adventure,Agent,Cash,Đà Lạt,1,4566000,11%,Completed,4047000,4.4,TRUE,,
B02598,9/8/2023,10/26/2023,C0244,Family,Beach,Website,Cash,Hội An,1,4112000,11%,Completed,3670000,4.1,TRUE,,
B02599,9/10/2023,9/18/2023,C0032,Young Professional,Beach,Website,Card,Hội An,3,4472000,9%,Cancelled,0,,TRUE,,
B02600,9/10/2023,11/6/2023,C0904,Young Professional,Cultural,Agent,Card,TP.HCM,2,2211000,13%,Completed,3848000,3.5,FALSE,,
B02601,9/10/2023,11/3/2023,C0905,Student,Foodie,Mobile App,Cash,Phú Quốc,2,2399000,9%,Completed,4385000,4.6,FALSE,,
B02602,9/11/2023,10/15/2023,C0233,Student,Family,Mobile App,Bank Transfer,Hội An,3,2521000,8%,Completed,6979000,5,TRUE,,
B02603,9/12/2023,10/18/2023,C0906,Family,Adventure,Call Center,Bank Transfer,Hà Nội,1,4708000,10%,Completed,4260000,4.4,FALSE,,
B02604,9/12/2023,12/14/2023,C0319,Young Professional,Cultural,Mobile App,Cash,Đà Nẵng,1,2858000,9%,Completed,2597000,3.2,TRUE,,
B02605,9/13/2023,11/7/2023,C0112,Young Professional,Beach,Website,Bank Transfer,Đà Lạt,1,3177000,11%,Completed,2837000,3.6,TRUE,,
B02606,9/13/2023,11/4/2023,C0672,Corporate,City Break,Website,Card,Phú Quốc,4,2133000,3%,Completed,8251000,4.2,TRUE,,
B02607,9/13/2023,10/18/2023,C0123,Family,Family,Agent,,Sa Pa,4,2990000,1%,Completed,11827000,5,TRUE,,
B02608,9/14/2023,11/17/2023,C0819,Family,Cultural,Agent,Bank Transfer,Nha Trang,1,3248000,18%,Completed,2678000,4.3,TRUE,,
B02609,9/14/2023,10/28/2023,C0131,,Beach,Website,Bank Transfer,Đà Lạt,3,3172000,17%,Completed,7892000,4.2,TRUE,,
B02610,9/15/2023,10/31/2023,C0795,Family,Foodie,Website,Bank Transfer,Đà Lạt,4,2390000,0%,Completed,9540000,4.3,TRUE,,
B02611,9/15/2023,11/2/2023,C0226,Student,Beach,Website,Bank Transfer,Nha Trang,3,4174000,16%,Completed,10469000,5,TRUE,,
B02612,9/15/2023,11/13/2023,C0797,Corporate,Cultural,Mobile App,Bank Transfer,Hội An,3,2629000,7%,Completed,7362000,3.9,TRUE,,
